response_index,response
573,"Yes, they serve alcohol but to mixed reviews. Some customers say they liked the quality and taste of the drinks. There were some who thought it was overpriced and mediocre. Do you have any other questions?"
574,A few customers found Aylesbray Lodge to be wildly overpriced but they still enjoyed their trip. Others found the amenities to contribute to the experience and made the price worth it.
575,The area is perfect. It is located in a quiet part of town that is safe and easily accessible by walking and driving.
576,"According to the reviews I have on hand for this location, the staff here welcomes patrons with big smiles!  Sounds friendly, right?"
578,"I think the hotel is acceptable for what you are given, and other customers also feel the same way. Only a few feel as if it were overpriced."
579,Aylesbray Lodge House past guest reviews were not satisfied with the bathroom cleaning.  Can I help you with anything else?
581,There's mixed information about the non-alcoholic drink selection. One person says that there are a large number of not alcoholic drinks and another says there are few.
585,The restaurant is located in a very good area that is very convenient to most tourist attraction centres.
587,The internet is reliable at Aylesbray Lodge Guest House. People commented that even their children commented on how strong the internet connection was.
588,"I am not sure if they welcome people by name, but they do have friendly staff. Are you interested in staying there?"
589,Three out of four guests felt that the staff there was really good and that the kitchen staff even took pride in their cooking. One person complained and that was it.
591,Reviewers have noted that the staff at Rosa's is very friendly. What days are you looking to stay there?
595,"The service has mostly been well reviewed by past customers, there was one complaint that the waitstaff was not very good."
597,Nearly everyone thought they were very affordable. Only one reviewer said that it wasn't worth the price.
